"id","movie_name","directors","actors","movie_rating","genre","duration"
2328,"7 Millionaires","Michael Hjorth","Suzanne Reuter, Loa Falkman, Peter Andersson","4.3","Action, Comedy","94 min "
2329,"Disappearances","Jay Craven","Kris Kristofferson, Charlie McDermott, Gary Farmer","5.2","Action, Adventure, Drama","118 min "
2330,"The Banquet","Xiaogang Feng","Ziyi Zhang, You Ge, Daniel Wu","6.5","Action, Drama, Fantasy","131 min "
2331,"Karaula","Rajko Grlic","Toni Gojanovic, Sergej Trifunovic, Emir Hadzihafizbegovic","7.6","Action, Comedy, Drama","94 min "
2332,"Karaula","Rajko Grlic","Toni Gojanovic, Sergej Trifunovic, Emir Hadzihafizbegovic","7.6","Action, Comedy, Drama","94 min "
2333,"The Host","Joon-ho Bong","Kang-ho Song, Hie-bong Byeon, Hae-il Park","7","Action, Drama, Horror","120 min "
2334,"Crossover","Preston A. Whitmore II","Anthony Mackie, Wesley Jonathan, Wayne Brady","2","Action, Sport","95 min "
2335,"Babas bilar","Rafael Edholm","Andreas Wilson, Sara Sommerfeld, Hassan Brijany","4.7","Action, Comedy","90 min "
2336,"Smokin' Aces","Joe Carnahan","Jeremy Piven, Ryan Reynolds, Ray Liotta","","Action, Crime, Drama","108 min "
2337,"The Covenant","Renny Harlin","Steven Strait, Sebastian Stan, Toby Hemingway","5.3","Action, Fantasy, Horror","97 min "
2338,"Butterfly Kiss","Anton Sivers","Andrey Astrakhantsev, Sergey Bezrukov, Leni Lan Crazybarby","4.9","Action, Crime, Romance","105 min "
2339,"Night at the Museum","Shawn Levy","Ben Stiller, Carla Gugino, Ricky Gervais","6.4","Action, Adventure, Comedy","108 min "
2340,"Piranha","Andrey Kavun","Vladimir Mashkov, Svetlana Antonova, Evgeniy Mironov","6.1","Action, Crime, Thriller","167 min "
2341,"The 8th Plague","Franklin Guerrero Jr.","DJ Perry, Leslie Anne Valenza, Terry Jernigan","4.2","Action, Horror","90 min "
2342,"Seraphim Falls","David Von Ancken","Pierce Brosnan, Liam Neeson, Anjelica Huston","","Action, Drama, Thriller","115 min "
2343,"Crank","Mark Neveldine","Jason Statham, Amy Smart, Carlos Sanz","7","Action, Crime, Thriller","88 min "
2344,"Stormforce","Hans Herbots","Kevin Janssens, Axel Daeseleire, Koen De Bouw","5.8","Action, Adventure, Drama","117 min "
2345,"Kokoda: 39th Battalion","Alister Grierson","Jack Finsterer, Travis McMahon, Simon Stone","6.2","Action, Drama, War","92 min "
2346,"Dragon Tiger Gate","Wilson Yip","Yuk Long Wong, Louis Koo, Isabella Leong","6.3","Action, Drama","94 min "
2347,"Running Wild","Seong-soo Kim","Sang-Woo Kwon, Ji-tae Yu, Kil-kang Ahn","6.6","Action, Crime, Thriller","124 min "
2348,"Balram vs. Tharadas","I.V. Sasi","Mammootty, Katrina Kaif, Mukesh","3","Action, Crime, Thriller","161 min "
2349,"Battle of the Warriors","Chi Leung 'Jacob' Cheung","Andy Lau, Sung-kee Ahn, Zhiwen Wang","6.8","Action, Drama, War","133 min "
2350,"Vengeance","Gil Medina","Danny Trejo, 50 Cent, Houston Alexander","3.8","Action, Crime, Drama","90 min "
2351,"Keerthi Chakra","Major Ravi","Mohanlal, Jiiva, Lakshmi Gopalaswamy","7.1","Action, Drama, War","130 min "
2352,"Robin-B-Hood","Benny Chan","Jackie Chan, Michael Hui, Louis Koo","","Action, Comedy, Drama","136 min "
2353,"In Her Line of Fire","Brian Trenchard-Smith","Mariel Hemingway, David Keith, David Millbern","4","Action, Drama","88 min "
2354,"In Her Line of Fire","Brian Trenchard-Smith","Mariel Hemingway, David Keith, David Millbern","4","Action, Drama","88 min "
2355,"Omkara","Vishal Bhardwaj","Ajay Devgn, Kareena Kapoor, Saif Ali Khan","8.2","Action, Crime, Drama","155 min "
2356,"Zinda","Sanjay Gupta","Sanjay Dutt, John Abraham, Lara Dutta","4.9","Action, Adventure, Drama","116 min "
2357,"Valley of the Wolves: Iraq","Serdar Akar","Necati Sasmaz, Billy Zane, Ghassan Massoud","6","Action, Adventure","122 min "
2358,"Devil's Den","Jeff Burr","Kelly Hu, Devon Sawa, Ken Foree","4.9","Action, Comedy, Horror","84 min "
2359,"Slaughter Night","Frank van Geloven","Victoria Koblenko, Kurt Rogiers, Jop Joris","5.3","Action, Horror, Thriller","90 min "
2360,"Golmaal: Fun Unlimited","Rohit Shetty","Ajay Devgn, Arshad Warsi, Sharman Joshi","7.3","Action, Comedy, Drama","150 min "
2361,"The Quick and the Undead","Gerald Nott","Clint Glenn Hummel, Toar Campbell, Dion Day","2.7","Action, Horror, Western","80 min "
2362,"Uro","Stefan Faldbakken","Nicolai Cleve Broch, Ane Dahl Torp, Ahmed Zeyan","5.9","Action, Crime, Thriller","104 min "
2363,"Uro","Stefan Faldbakken","Nicolai Cleve Broch, Ane Dahl Torp, Ahmed Zeyan","5.9","Action, Crime, Thriller","104 min "
2364,"Two Front Teeth","Jamie Nash","Johnny Francis Wolf, Megan Pearson, Michael Brecher","5","Action, Comedy, Fantasy","85 min "
2365,"Milarepa","Neten Chokling","Orgyen Tobgyal, Kelsang Chukie Tethtong, Jamyang Lodro","7.1","Action, Adventure, Biography","90 min "
2366,"Dracula's Curse","Leigh Scott","Thomas Downey, Eliza Swenson, Rhett Giles","2.9","Action, Horror","107 min "
2367,"Holiday","Yun-ho Yang","Min-su Choi, Hyun Dong, Lee Hyun Woo","","Action, Crime, Drama","122 min "
2368,"Home of the Brave","Irwin Winkler","Samuel L. Jackson, 50 Cent, Jessica Biel","5.6","Action, Drama, War","106 min "
2369,"Loyalty & Respect","Quanie Cash","Quanie Cash, Young Buck, C.E.O.","5.1","Action, Crime, Drama","83 min "
2370,"Kabul Express","Kabir Khan","John Abraham, Arshad Warsi, Salman Shahid","6.9","Action, Comedy, Drama","105 min "
2371,"Yo-Yo Girl Cop","Kenta Fukasaku","Aya Matsuura, Rika Ishikawa, Erika Miyoshi","5.4","Action","98 min "
2372,"Exiled","Johnnie To","Nick Cheung, Anthony Chau-Sang Wong, Francis Ng","7.3","Action, Crime, Thriller","110 min "
2373,"Machete","Pablo Esparza","Soledad Castaneda, George Castle Jr., George Castle","6.9","Action, Adventure, Drama","90 min "
2374,"The Da Vinci Treasure","Peter Mervis","C. Thomas Howell, Lance Henriksen, Nicole Sherwin","2.3","Action, Adventure, Mystery","91 min "
2375,"Pirates of Treasure Island","Leigh Scott","Lance Henriksen, Tom Nagel, Rebekah Kochan","2.2","Action, Adventure","85 min "
2376,"Pirates of Treasure Island","Leigh Scott","Lance Henriksen, Tom Nagel, Rebekah Kochan","2.2","Action, Adventure","85 min "
2377,"Fatal Contact","Dennis Law","Wu Jing, Ronald Cheng, Miki Yeung","6.6","Action","110 min "
2378,"Pokiri","Puri Jagannadh","Mahesh Babu, Ileana, Prakash Raj","8","Action, Comedy","164 min "
2379,"Bloody Tie","Ho Choi","Jin-ho Choi, Ja-Hyeon Chu, Jeong-min Hwang","6.4","Action, Crime, Drama","117 min "
2380,"Paramasivan","P. Vasu","","4.5","Action, Thriller","160 min "
2381,"Dog Bite Dog","Pou-Soi Cheang","Edison Chen, Sam Lee, Weiying Pei","6.6","Action, Crime, Drama","109 min "
2382,"The Paper Will Be Blue","Radu Muntean","Paul Ipate, Adi Carauleanu, Dragos Bucur","7.8","Action, Drama","95 min "
2383,"Pacquiao: The Movie","Joel Lamangan","Jericho Rosales, Bea Alonzo, Jay Manalo","5.2","Action, Biography, Drama","109 min "
2384,"A Dirty Carnival","Ha Yoo","Ho-jin Chun, Hyo-Sang Choi, In-jae Heo","7.5","Action, Crime, Thriller","141 min "
2385,"A Bloody Aria","Shin-yeon Won","Ye-ryeon Cha, Suk-kyu Han, Kyeong-ho Jeong","6.5","Action, Drama, Horror","115 min "
2386,"A Bloody Aria","Shin-yeon Won","Ye-ryeon Cha, Suk-kyu Han, Kyeong-ho Jeong","6.5","Action, Drama, Horror","115 min "
2387,"The City of Violence","Seung-wan Ryoo","Jae-mo Ahn, Kil-kang Ahn, Richard Epcar","","Action, Crime, Drama","92 min "
2388,"Les formidables","Min-ho Cho","Joong-Hoon Park, Jeong-myeong Cheon, In-yeong Yu","6.2","Action, Crime, Drama","118 min "
2389,"Jaane Hoga Kya","Ankush","Aftab Shivdasani, Bipasha Basu, Preeti Jhangiani","2.8","Action, Romance, Sci-Fi","155 min "
2390,"Sainikudu","Gunasekhar","Mahesh Babu, Trisha Krishnan, Irrfan Khan","5","Action","169 min "
2391,"No Mercy for the Rude","Cheol-hie Park","Ha-kyun Shin, Ji-hye Yun, Min-jun Kim","7.3","Action, Comedy, Crime","113 min "
2392,"Vikramarkudu","S.S. Rajamouli","Ravi Teja, Anushka Shetty, Ajay","7.7","Action, Comedy, Crime","140 min "
2393,"Deadlands: The Rising","Gary Ugarek","Dave Cooperman, Gary Ugarek, Michelle Wright","2.2","Action, Horror, Thriller","72 min "
2394,"Ming Ming","Susie Au","Xun Zhou, Daniel Wu, Tony Yo-ning Yang","4.2","Action, Mystery, Romance","105 min "
2395,"Mannat","Gurbir Singh Grewal","Jimmy Shergill, Kulraj Randhawa, Kanwaljit Singh","7.6","Action, Crime, Drama","165 min "
2396,"Complexx","Robert Arthur Jansen","Sander Foppele, Yolanthe Sneijder-Cabau, Sebastiaan Labrie","3.7","Action, Drama, Horror","78 min "
2397,"Gangster High","Ki-hyeong Park","","6.9","Action, Crime","100 min "
2398,"Immortal","Eric Jacobus","Joe Henley, Chelsea Steffensen, Eric Jacobus","6.1","Action","110 min "
2399,"The Saxon Chronicles","Jeshua De Horta","Darin Southam, James C. Morris, Doug Guibord","7.1","Action, Drama, History","120 min "
2400,"Sunflower","Seok-beom Kang","Jeong-su Han, In-jae Heo, In-seong Hwang","7.5","Action, Crime, Drama","116 min "
2401,"Rakhi: Highly Inflammable","Krishna Vamshi","Junior N.T.R., Ileana, Charmy Kaur","6.3","Action, Drama","173 min "
2402,"Mummys Island","Krisorn Buramasing","Charlie Trairat, Sorachai Sang-aakaat, Vorawit Phonginsee","4.8","Action, Adventure, Fantasy","115 min "
2403,"Demon Empire","Dong-oh Jo","Jun-ho Heo, Woo-sung Jung, Kwang-il Kim","6.3","Action, Adventure, Drama","105 min "
2404,"Dynamite Warrior","Chalerm Wongpim","Dan Chupong, Leo Putt, Panna Rittikrai","5.2","Action, Comedy","103 min "
2405,"Aachi and Ssipak","Jo Beom-jin","Greg Franklin, Hyeon-yeong, Zack Keller","6.9","Animation, Action, Comedy","90 min "
2406,"Vasthavam","M. Padmakumar","Prithviraj Sukumaran, Kavya Madhavan, Jagathi Sreekumar","6.9","Action, Crime, Thriller","145 min "
2407,"Death List","Ara Paiaya","Ara Paiaya, Raquel Paiaya, Bey Logan","6","Action","63 min "
2408,"Star Troopers","Ricardo Ribelles","Juan Carlos Romeu, Helena Lecumberri, Alejandro Ribelles","4.6","Action, Adventure, Fantasy","96 min "
2409,"Sukeban Boy","Noboru Iguchi","Asami, Kaori, Demo Tanaka","5.5","Action, Comedy","62 min "
2410,"The Falling","Nicholas Gyeney","Scott Gabelein, Michael Ayden, Rory Colin Fretland","3.2","Action, Drama","114 min "
2411,"Bleach: Memories of Nobody","Noriyuki Abe","Masakazu Morita, Fumiko Orikasa, Hiroki Yasumoto","7.3","Animation, Action, Adventure","87 min "
2412,"Thursday","Thadd Williams","Matt McGorry, Eric Tollar, Fred Young","6.4","Action, Adventure, Crime","89 min "
2413,"Cicak-man","Yusry Abd Halim","Saiful Apek, Fasha Sandha, Aznil Hj Nawawi","3.9","Action, Comedy, Sci-Fi","107 min "
2414,"Remp-It","Ahmad Idham","Farid Kamil, Zul Huzaimy, Julia Hana","5.8","Action","92 min "
2415,"Rabb Ne Banaiyan Jodiean","Darshan Bagga","Preeti Arora, Khan Dally, Gurpreet Guggi","5.5","Action, Comedy, Crime","135 min "
2416,"2005 Academy Award Nominated Short Films","Shane Acker","","","Animation, Action, Drama","162 min "
2417,"Fantastic Four","Tim Story","Ioan Gruffudd, Michael Chiklis, Chris Evans","5.7","Action, Adventure, Sci-Fi","106 min "
2418,"Man-Thing","Brett Leonard","Jack Thompson, Matthew Le Nevez, Steve Bastoni","4.1","Action, Adventure, Horror","97 min "
2419,"Extreme Dating","Lorena David","Monique Demers, Meat Loaf, Benjamin King","5.2","Action, Romance, Comedy","96 min "
2420,"A Sound of Thunder","Peter Hyams","Edward Burns, Ben Kingsley, Catherine McCormack","4.2","Action, Adventure, Horror","101 min "
2421,"Kingdom of Heaven","Ridley Scott","Orlando Bloom, Eva Green, Liam Neeson","7.2","Action, Adventure, Drama","144 min "
2422,"The Great Raid","John Dahl","Benjamin Bratt, Joseph Fiennes, James Franco","","Action, Drama, War","132 min "
2423,"DragonBlade","Antony Szeto","Karen Mok, Daniel Wu, Stephen Fung","4.9","Animation, Action, Adventure","85 min "
2424,"xXx: State of the Union","Lee Tamahori","Ice Cube, Samuel L. Jackson, Willem Dafoe","4.3","Action, Adventure, Crime","101 min "
2425,"Man of the House","Stephen Herek","Tommy Lee Jones, Christina Milian, Kelli Garner","5.4","Action, Comedy","100 min "
2426,"Mirror Wars: Reflection One","Vasili Chiginsky","Aleksandr Efimov, Kseniya Alfyorova, Valeriy Nikolaev","3.1","Action, Crime, Drama","109 min "
2427,"Confessions of an Action Star","Brad Martin","Holmes Osborne, David Leitch, Kelly Hu","2.9","Action, Comedy, Musical","83 min "
2428,"Nowhere Man","Tim McCann","Michael Rodrick, Debbie Rochon, Frank Olivier","4","Comedy, Crime, Drama","78 min "
2429,"Blood of Beasts","David Lister","Jane March, William Gregory Lee, Justin Whalin","4.2","Action, Adventure, Family","90 min "
2430,"The Last Confederate: The Story of Robert Adams","A. Blaine Miller","Julian Adams, Gwendolyn Edwards, Eric Holloway","5.4","Action, Drama, History","96 min "
2431,"Unleashed","Louis Leterrier","Jet Li, Bob Hoskins, Morgan Freeman","7","Action, Crime, Drama","103 min "
2432,"The Crow: Wicked Prayer","Lance Mungia","Yuji Okumoto, Marcus Chong, Tito Ortiz","3","Action, Adventure, Comedy","99 min "
2433,"The Brothers Grimm","Terry Gilliam","Matt Damon, Heath Ledger, Monica Bellucci","5.9","Action, Adventure, Comedy","118 min "
2434,"Mr. & Mrs. Smith","Doug Liman","Brad Pitt, Angelina Jolie, Adam Brody","6.5","Action, Comedy, Crime","120 min "
2435,"Elektra","Rob Bowman","Jennifer Garner, Goran Visnjic, Will Yun Lee","4.8","Action, Crime, Fantasy","97 min "
2436,"Into the Sun","mink","Steven Seagal, Takao Ohsawa, Juliette Marquis","4.4","Action, Adventure, Thriller","97 min "
2437,"King Kong","Peter Jackson","Naomi Watts, Jack Black, Adrien Brody","7.3","Action, Adventure, Drama","187 min "
2438,"The Unknown","Karl Kozak","Dylan Purcell, Brandon Henschel, Miles O'Keeffe","3","Thriller, Action, Adventure","85 min "
2439,"Revolver","Guy Ritchie","Jason Statham, Ray Liotta, Vincent Pastore","6.5","Action, Crime, Drama","111 min "
2440,"The Myth","Stanley Tong","Bing Shao, Jackie Chan, Weixing Yao","6.1","Action, Adventure, Comedy","122 min "
2441,"Lethal","Dustin Rikert","Heather Marie Marsden, Frank Zagarino, Lorenzo Lamas","2.5","Action","90 min "
2442,"Bal-Can-Can","Darko Mitrevski","Vlado Jovanovski, Adolfo Margiotta, Zvezda Angelovska","7.7","Action, Adventure, Comedy","89 min "
2443,"Forbidden Warrior","Jimmy Nickerson","Marie Matiko, Sung Kang, Karl Yune","3.7","Adventure, Action, Fantasy","91 min "
2444,"Underclassman","Marcos Siega","Hugh Bonneville, Shawn Ashmore, Kelly Hu","4","Action, Comedy, Crime","95 min "
2445,"Der Clown","Sebastian Vigg","Sven Martinek, Eva Habermann, Thomas Anzenhofer","4.3","Action, Crime, Thriller","104 min "
2446,"Turetskiy gambit","Dzhanik Fayziev","Egor Beroev, Olga Krasko, Marat Basharov","7.1","War, Action, Adventure","208 min "
2447,"Anniyan","S. Shankar","'Chiyaan' Vikram, Sada, Prakash Raj","8.1","Action, Drama, Thriller","181 min "
2448,"The Dukes of Hazzard","Jay Chandrasekhar","Seann William Scott, Johnny Knoxville, Jessica Simpson","5","Action, Adventure, Comedy","104 min "
2449,"Into the Blue","John Stockwell","Paul Walker, Jessica Alba, Scott Caan","5.8","Action, Adventure, Crime","110 min "
2450,"Left for Dead","Ross Boyask","Glenn Salvage, Andy Prior, Adam Chapman","3.9","Action, Adventure, Crime","105 min "
2451,"Target of Opportunity","Danny Lerner","Dean Cochran, Todd Jensen, Nadia Konakchieva","3.9","Action, Drama","88 min "
2452,"Dead Fish","Charley Stadler","Robert Carlyle, Gary Oldman, Anouska Bolton Lee","5.3","Action, Comedy, Thriller","98 min "
2453,"Serenity","Joss Whedon","Nathan Fillion, Gina Torres, Chiwetel Ejiofor","8","Action, Adventure, Sci-Fi","119 min "
2454,"Back in the Day","James Hunter","Joe Morton, Ja Rule, Norman Grant","4.5","Action, Crime, Drama","103 min "
2455,"Too Fat Too Furious","Tim Oliehoek","Jack Wouterse, Kurt Rogiers, Bracha van Doesburgh","6.2","Action, Comedy, Crime","88 min "
2456,"The Wedding Party","Dominique Deruddere","Armin Rohde, Uwe Ochsenknecht, Josef Heynert","6.6","Action, Comedy, Drama","92 min "
2457,"Stealth","Rob Cohen","Josh Lucas, Jessica Biel, Jamie Foxx","5","Action, Adventure, Sci-Fi","121 min "
2458,"BloodRayne","Uwe Boll","Kristanna Loken, Ben Kingsley, Michelle Rodriguez","2.8","Action, Adventure, Fantasy","95 min "
2459,"Miss Congeniality 2: Armed and Fabulous","John Pasquin","Sandra Bullock, Regina King, William Shatner","5","Action, Comedy, Crime","115 min "
2460,"The Legend of Zorro","Martin Campbell","Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell","5.9","Action, Adventure, Western","129 min "
2461,"The Vault","Ric Moxley","Laci Szabo, Suzanne Karseras, Bas Rutten","2.2","Action","87 min "
2462,"River Queen","Vincent Ward","Samantha Morton, Kiefer Sutherland, Cliff Curtis","6","Action, Adventure, Drama","114 min "
2463,"Transporter 2","Louis Leterrier","Jason Statham, Amber Valletta, Kate Nauta","6.3","Action, Crime, Thriller","87 min "
2464,"The Girl from Monday","Hal Hartley","Bill Sage, Sabrina Lloyd, Tatiana Abracos","5.2","Action, Comedy, Sci-Fi","84 min "
2465,"Killing Cupid","Michael Worth","Jenya Lano, Christa Sauls, Lorenzo Lamas","5.3","Action, Crime, Drama","101 min "
2466,"Edison","David J. Burke","Morgan Freeman, Kevin Spacey, Justin Timberlake","5.3","Action, Crime, Drama","99 min "
2467,"The Last Eve","Young Man Kang","Kelly Hamilton, Bruce Khan, Jourdan Lee","5.3","Action","88 min "
2468,"The Pacifier","Adam Shankman","Vin Diesel, Brittany Snow, Max Thieriot","5.5","Action, Comedy, Drama","95 min "
2469,"Pit Fighter","Jesse V. Johnson","Dominiquie Vandenberg, Steven Bauer, Fernando Carrillo","4.6","Action","83 min "
2470,"Shadowboxer","Lee Daniels","Cuba Gooding Jr., Helen Mirren, Vanessa Ferlito","5.6","Action, Crime, Drama","93 min "
2471,"Game Over","Peter Sullivan","Andre McCoy, Daz Crawford, La Trice Harper","2.9","Action, Drama","90 min "
2472,"Throttle","James Seale","Grayson McCouch, Adrian Paul, Amy Locane","5.1","Action, Thriller","86 min "
2473,"Vampires: The Turning","Marty Weiss","Colin Egglesfield, Stephanie Chao, Roger Yuan","3.3","Action, Horror, Thriller","84 min "
2474,"The Island","Michael Bay","Scarlett Johansson, Ewan McGregor, Djimon Hounsou","6.9","Action, Adventure, Sci-Fi","136 min "
2475,"The Man","Les Mayfield","Samuel L. Jackson, Eugene Levy, Miguel Ferrer","5.5","Action, Comedy, Crime","83 min "
2476,"Ambulance","Laurits Munch-Petersen","Thomas Bo Larsen, Paw Henriksen, Helle Fagralid","5.5","Thriller, Action, Drama","80 min "
2477,"Ambulance","Laurits Munch-Petersen","Thomas Bo Larsen, Paw Henriksen, Helle Fagralid","5.5","Thriller, Action, Drama","80 min "
2478,"The Helix... Loaded","A. Raven Cruz","Scott Levy, Vanilla Ice, Geremy Dingle","1.9","Action, Adventure, Comedy","97 min "
2479,"Chok-Dee","Xavier Durringer","Dida Diafat, Bernard Giraudeau, Florence Faivre","6.3","Action, Drama","105 min "
2480,"Empire of the Wolves","Chris Nahon","Jean Reno, Arly Jover, Jocelyn Quivrin","5.9","Action, Drama, Thriller","128 min "
2481,"Chaos","Tony Giglio","Jason Statham, Ryan Phillippe, Wesley Snipes","6.5","Action, Crime, Drama","106 min "
2482,"Supercross","Steve Boyum","Steve Howey, Mike Vogel, Sophia Bush","4","Action, Drama, Romance","80 min "
2483,"State Property 2","Damon Dash","Beanie Sigel, Noreaga, Damon Dash","4.3","Musical, Action, Crime","94 min "
2484,"Zathura: A Space Adventure","Jon Favreau","Josh Hutcherson, Jonah Bobo, Dax Shepard","6.1","Action, Adventure, Comedy","101 min "
2485,"Dungeons & Dragons: Wrath of the Dragon God","Gerry Lively","Bruce Payne, Mark Dymond, Clemency Burton-Hill","4.9","Action, Adventure, Fantasy","105 min "
2486,"The Second Front","Dmitriy Fiks","Craig Sheffer, Todd Field, Svetlana Metkina","4","Action, Romance, War","88 min "
