"id","name","address","city","state","zipcode","phone","rating","reviews","ranking"
961,"Fiesta Mexicana","2423 N. Lincoln Ave.","Chicago","IL",," 773-348-4144",3,8,9
962,"Fiesta Mexicana","4806 N. Broadway","Chicago","IL",," 773-769-4244",0,0,8
963,"Filichia's Food & Imports","959 N. Western Ave.","Chicago","IL",," 773-697-8061",0,0,12
964,"Filippo's","2211 N. Clybourn Ave.","Chicago","IL",," 773-528-2211",3,12,13
965,"Filter","1373 N. Milwaukee Ave.","Chicago","IL",," 773-904-7819",0,0,14
966,"Fina Estampa","2937 W. Montrose Ave.","Chicago","IL",," 773-478-5506",5,1,0
967,"Finkl's Deli","926 N. North Branch St.","Chicago","IL",," 312-829-1699",0,0,1
968,"Finn McCool's Irish Pub","15 W. Division St.","Chicago","IL",," 312-337-4349",0,0,2
969,"Fiore's Deli","2258 W. Erie St.","Chicago","IL",," 312-942-9419",2,1,4
970,"Fiorentino's Cucina Italiana","2901 N. Ashland Ave.","Chicago","IL",," 773-244-3026",3,3,3
971,"Firefly","3335 N. Halsted St.","Chicago","IL",," 773-525-2505",3,12,5
972,"Firehouse Grill","750 Chicago Ave.","Chicago","IL",," 847-733-1911",2,12,6
973,"Fireplace Inn","1448 N. Wells St.","Chicago","IL",," 312-664-5264",2,3,7
974,"First Slice Pie Cafe","163 E. Pearson St.","Chicago","IL",," 312-202-1227",0,0,12
975,"First Slice Pie Cafe","4401 N. Ravenswood Ave.","Chicago","IL",," 773-506-7380",5,1,10
976,"First Slice Pie Cafe","4664 N. Manor Ave.","Chicago","IL",," 773-267-0169",0,0,11
977,"Fishpond","4416 N. Clark St.","Chicago","IL",," 773-271-1119",0,0,13
978,"Five Faces Ice Cream Shop","10 W. Division","Chicago","IL",," 312-642-7837",0,0,14
979,"Five Guys Burgers & Fries","1115 Lake St.","Chicago","IL",," 708-358-0856",0,0,1
980,"Five Guys Burgers & Fries","2140 N. Clybourn Ave.","Chicago","IL",," 773-327-5953",0,0,3
981,"Five Guys Burgers & Fries","2368 N. Clark St.","Chicago","IL",," 773-883-8930",0,0,0
982,"Five Guys Burgers & Fries","6477 N. Sheridan Rd.","Chicago","IL",," 773-262-9810",2,3,2
983,"Five Star Bar","1424 W. Chicago Ave.","Chicago","IL",," 312-850-2555",0,0,4
984,"Fizz Bar & Grill","3220 N. Lincoln Ave.","Chicago","IL",," 773-348-6000",3,9,5
985,"Flaco's Tacos","725 S. Dearborn St.","Chicago","IL",," 312-922-8226",0,0,6
986,"Flaming Wok 'n Grill","903 N. Halsted St.","Chicago","IL",," 312-274-0599",0,0,7
987,"Flash Taco","1570 N. Damen Ave.","Chicago","IL",," 773-772-1997",0,0,8
988,"Flat Top Grill","1000 W. Washington St.","Chicago","IL",," 312-829-4800",3,11,12
989,"Flat Top Grill","30 S. Wabash Ave.","Chicago","IL",," 312-726-8400",0,0,9
990,"Flat Top Grill","319 W. North Ave.","Chicago","IL",," 312-787-7676",3,9,13
991,"Flat Top Grill","3200 N. Southport Ave.","Chicago","IL",," 773-665-8100",3,15,14
992,"Flat Top Grill","707 Church St.","Chicago","IL",," 847-570-0100",3,8,10
993,"Flat Top Grill","726 Lake St.","Chicago","IL",," 708-358-8200",0,0,11
994,"Flatwater","321 N. Clark St.","Chicago","IL",," 312-644-0283",3,2,0
995,"Fleming's Prime Steakhouse & Wine Bar","25 E. Ohio St.","Chicago","IL",," 312-329-9463",0,0,2
996,"Fleming's Steakhouse & Wine Bar","960 Milwaukee Ave","Chicago","IL",," (847) 793-0333",0,0,1
997,"Flo","1434 W. Chicago Ave.","Chicago","IL",," 312-243-0477",4,41,3
998,"Flo & Santos Pizza & Pub","1310 S. Wabash","Chicago","IL",," 312-566-9817",0,0,4
999,"Flo's Algiers Lounge","5436 W. Montrose Ave.","Chicago","IL",," 773-736-1111",0,0,7
1000,"Floriole Cafe & Bakery","1220 W. Webster","Chicago","IL",," 773-883-1313",0,0,6
1001,"Flounders Bar and Grill","2201 N. Clybourn Ave.","Chicago","IL",," 773-472-9920",0,0,8
1002,"Flourish Bakery Cafe","1138 W. Bryn Mawr Ave.","Chicago","IL",," 773-271-2253",5,1,9
1003,"Floyd's Pub","1944 N. Oakley Ave.","Chicago","IL",," 773-276-6060",0,0,10
1004,"Flub a Dub Chubs","3021 N. Broadway","Chicago","IL",," 773-857-6500",0,0,11
1005,"Flying Chicken","3402 W. Montrose Ave.","Chicago","IL",," 773-463-0228",0,0,12
1006,"Flying Saucer","1123 N. California Ave.","Chicago","IL",," 773-342-9076",3,17,13
1007,"Fogo 2 Go","926 W. Diversey Pkwy.","Chicago","IL",," 773-880-8052",0,0,14
1008,"Fogo de Chao","661 N. LaSalle St.","Chicago","IL",," 312-932-9330",4,30,0
1009,"Folklore","2100 W. Division St.","Chicago","IL",," 773-292-1600",0,0,1
1010,"Fondue Stube","2717 W. Peterson Ave.","Chicago","IL",," 773-784-2200",2,8,2
1011,"Fontana Grill & Wine Bar","1329 W. Wilson Ave.","Chicago","IL",," 773-561-0400",0,0,3
1012,"Fontano's Subs","20 E. Jackson Blvd.","Chicago","IL",," 312-663-3061",0,0,4
1013,"Fontano's Subs","2151 W. 95th St.","Chicago","IL",," 773-881-7821",0,0,5
1014,"Foodlife","835 N. Michigan Ave.","Chicago","IL",," 312-335-3663",2,12,6
1015,"Forever Yogurt","1924 W. North Ave.","Chicago","IL",," 773-772-4770",0,0,7
1016,"Fork","4600 N. Lincoln Ave.","Chicago","IL",," 773-751-1500",3,13,8
1017,"Fornello Trattoria","1011 W. Irving Park Rd.","Chicago","IL",," 773-404-2210",3,12,9
1018,"Fornetto & Mei's Kitchen","1108 S. Michigan Ave.","Chicago","IL",," 312-294-2488",0,0,10
1019,"Fornetto Mei","107 E. Delaware Pl.","Chicago","IL",," 312-573-6300",3,1,11
1020,"Forno Diablo","433 W. Diversey Pkwy.","Chicago","IL",," 773-525-6400",2,2,12
1021,"Fountainhead","1968-70 W. Montrose","Chicago","IL",," 773-697-8204",3,7,13
1022,"Four Farthings Tavern & Grill","2060 N. Cleveland Ave.","Chicago","IL",," 773-935-2060",3,13,14
1023,"Four Moon Tavern","1847 W. Roscoe St.","Chicago","IL",," 773-929-6666",3,13,0
1024,"Fox & Obel","401 E. Illinois St.","Chicago","IL",," 312-410-7301",3,11,1
1025,"Fraiche Bakery & Cafe","815 Noyes St.","Chicago","IL",," 847-475-5467",4,1,2
1026,"Frances' Deli","2552 N. Clark St.","Chicago","IL",," 773-248-4580",3,3,3
1027,"Francesca's Forno","1576 N. Milwaukee Ave.","Chicago","IL",," 773-770-0184",3,10,4
1028,"Francesca's North","1145 Church St.","Chicago","IL",," 847-559-0260",3,9,5
1029,"Francesca's on Bryn Mawr","1039 W. Bryn Mawr Ave.","Chicago","IL",," 773-506-9261",3,17,6
1030,"Francesca's on Chestnut","200 E. Chestnut St.","Chicago","IL",," 312-482-8800",1,1,7
1031,"Francesca's on Taylor","1400 W. Taylor St.","Chicago","IL",," 312-829-2828",2,3,8
1032,"Francesco's Hole in the Wall","254 Skokie Blvd.","Chicago","IL",," 847-272-0155",3,4,9
1033,"Franco's Ristorante","300 W. 31st St.","Chicago","IL",," 312-225-9566",4,1,11
1034,"Franconello's","10222 S. Western Ave.","Chicago","IL",," 773-881-4100",3,4,10
1035,"Frank's","2503 N. Clark St.","Chicago","IL",," 773-549-2700",0,0,14
1036,"Frankie Z's Clark Bar","435 N. Clark St.","Chicago","IL",," 312-329-0500",0,0,12
1037,"Frankie's 5th Floor Pizzeria","900 N. Michigan Ave.","Chicago","IL",," 312-255-2500",4,1,13
1038,"Franks 'n' Dawgs","1863 N. Clybourn","Chicago","IL",," 312-281-5187",4,2,0
1039,"Frasca Pizzeria and Wine Bar","3358 N. Paulina St.","Chicago","IL",," 773-248-5222",3,6,1
1040,"Fred's at Barneys New York","15 E. Oak St.","Chicago","IL",," 312-596-1111",0,0,4
1041,"Freddie's","701 W. 31st St.","Chicago","IL",," 312-808-0147",0,0,2
1042,"Freddy's Pizzeria","1600 S. 61st Ave.","Chicago","IL",," 708-863-9289",5,1,3
1043,"French African Restaurant le Conakry","2049 W. Howard St.","Chicago","IL",," 773-262-6955",0,0,5
1044,"Fresh Berry","211 E. Ontario St.","Chicago","IL",," 312-475-5831",0,0,6
1045,"Fresh Starts","1040 Sterling Ave.","Chicago","IL",," 708-957-7900",0,0,7
1046,"Fresh Sushi & Noodles","946 W. Wellington Ave.","Chicago","IL",," 773-549-7821",0,0,8
1047,"Frida's","3755 N. Southport Ave.","Chicago","IL",," 773-935-2330",4,1,9
1048,"Friends Sushi","710 N. Rush St.","Chicago","IL",," 312-787-8998",0,0,10
1049,"Friendship Chinese Restaurant","2830 N. Milwaukee Ave.","Chicago","IL",," 773-227-0970",3,13,11
1050,"Fritz Pastry","1408 W. Diversey Pkwy.","Chicago","IL",," 773-857-2989",0,0,12
1051,"Froggy's French Cafe","306 Green Bay Rd.","Chicago","IL",," 847-433-7080",4,4,13
1052,"Frontera Fresco","111 N. State St.","Chicago","IL",," 312-781-4884",5,1,14
1053,"Frontera Grill","445 N. Clark St.","Chicago","IL",," 312-661-1434",3,42,0
1054,"Fuego Mexican Grill & Margarita Bar","2047 N. Milwaukee Ave.","Chicago","IL",," 773-252-1122",0,0,1
1055,"Fullerton Avenue Beach Cafe","2400 N. Lake Shore Dr.","Chicago","IL",," 312-747-0832",0,0,3
1056,"Fulton's on the River","315 N. LaSalle St.","Chicago","IL",," 312-822-0100",3,3,4
1057,"Fung's Chop Suey","1400 E. 47th St.","Chicago","IL",," 773-924-2328",0,0,5
1058,"Furama","2828 S. Wentworth Ave.","Chicago","IL",," 312- 225-6888",3,2,7
1059,"Furama","4936 N. Broadway","Chicago","IL",," 773-271-1161",3,9,6
1060,"Futami Sushi","1710 Orrington","Chicago","IL",," 847-491-9220",0,0,8
1061,"Gabriel's Restaurant","310 Green Bay Rd.","Chicago","IL",," 847-433-0031",4,3,9
1062,"Galapagos Cafe","3213 W. Irving Park Rd.","Chicago","IL",," 773-754-8265",0,0,11
1063,"Gale Street Inn","4914 N. Milwaukee Ave.","Chicago","IL",," 773-725-1300",3,11,12
1064,"Gallery Cabaret","2020 N. Oakley Ave.","Chicago","IL",," 773-489-5471",0,0,13
1065,"Galway Arms","2442 N. Clark St.","Chicago","IL",," 773-472-5555",3,8,14
1066,"Garcia's Mexican Restaurant","1758 W. Lawrence Ave.","Chicago","IL",," 773-784-1212",0,0,1
1067,"Garcia's Mexican Restaurant","4749 N. Western Ave.","Chicago","IL",," 773-769-5600",2,12,0
1068,"Garden Cafe","1000 Lake Cook Rd.","Chicago","IL",," 847-835-3040",0,0,2
1069,"Garden Restaurant","111 S. Michigan Ave.","Chicago","IL",," 312-553-9675",4,4,3
1070,"Garifuna Flava","2516 W. 63rd St.","Chicago","IL",," 773-776-7440",4,1,4
1071,"Garlic & Chili","1232 N. LaSalle Dr.","Chicago","IL",," 312-255-1717",3,7,5
1072,"Garrett Ripley's","712 N. Clark St.","Chicago","IL",," 312-642-2900",2,1,6
1073,"Gaslight Bar & Grille","2426 N. Racine Ave.","Chicago","IL",," 773-528-8226",3,3,7
1074,"Gaudi Coffee and Grill","624 N. Ashland Ave.","Chicago","IL",," 312-733-4528",0,0,8
1075,"Gaylord India","100 E. Walton St.","Chicago","IL",," 312-664-1700",3,18,9
1076,"Gaztro-Wagon","5973 N. Clark","Chicago","IL",," 773-942-6152",0,0,10
1077,"Geisha Sushi & Lounge","1265 N. Milwaukee Ave.","Chicago","IL",," 773-252-2020",5,1,11
1078,"Geja's Cafe","340 W. Armitage Ave.","Chicago","IL",," 773-281-9101",3,22,12
1079,"Gemini Bistro","2075 N. Lincoln Ave.","Chicago","IL",," 773-525-2522",0,0,13
1080,"Gene & Georgetti","500 N. Franklin St.","Chicago","IL",," 312-527-3718",3,11,14
1081,"Gene & Jude's","2720 River Rd.","Chicago","IL",," 708-452-7634",2,3,0
1082,"Gennaro's","1352 W. Taylor St.","Chicago","IL",," 312-243-1035",4,1,1
1083,"George Boys Grill","801 N. Ashland Ave.","Chicago","IL",," 312-733-9545",0,0,2
1084,"George's Grill Kabab","3216 W. Lawrence","Chicago","IL",,,0,0,3
1085,"George's Ice Cream & Sweets","5306 N. Clark St.","Chicago","IL",," 773-271-7600",0,0,4
1086,"George's Lounge","646 S. Wabash Ave.","Chicago","IL",," 312-427-3964",0,0,5
1087,"George's Rib House","168 W. 147th St.","Chicago","IL",," 708-331-9347",0,0,6
1088,"Geppetto's","113 N. Oak Park Ave.","Chicago","IL",," 708-386-9200",3,4,7
1089,"Ghareeb Nawaz","2032 W. Devon Ave.","Chicago","IL",," 773-761-5300",0,0,8
1090,"Ghirardelli Chocolate Shop & Soda Fountain","830 N. Michigan Ave.","Chicago","IL",," 312-337-9330",0,0,9
1091,"Gibsons","1028 N. Rush St.","Chicago","IL",," 312-266-8999",4,18,10
1092,"Gilt Bar","230 W. Kinzie St.","Chicago","IL",," 312-464-9544",5,1,11
1093,"Ginger's Ale House","3801 N. Ashland Ave.","Chicago","IL",," 773-348-2767",4,2,12
1094,"Gino's East","1321 Golf Rd.","Chicago","IL",," 847-364-6644",0,0,1
1095,"Gino's East","15840 S. Harlem Ave.","Chicago","IL",," 708-633-1300",0,0,14
1096,"Gino's East","162 E. Superior St.","Chicago","IL",," 312-943-3337",3,8,2
1097,"Gino's East","2801 N. Lincoln Ave.","Chicago","IL",," 773-327-3737",2,1,13
1098,"Gino's East","633 N. Wells St.","Chicago","IL",," 312-943-1124",2,8,0
1099,"Gino's North Pizzeria","1111 W. Granville Ave.","Chicago","IL",," 773-465-1616",0,0,3
1100,"Ginza Restaurant","19 E. Ohio St.","Chicago","IL",," 312-222-0600",3,6,4
1101,"Gio","1631 Chicago Ave.","Chicago","IL",," 847-869-3900",3,5,5
1102,"Gio's Bar and Grill","4857 N. Damen Ave.","Chicago","IL",," 773-334-0345",0,0,3
1103,"Gioco","1312 S. Wabash Ave.","Chicago","IL",," 312-939-3870",3,30,6
1104,"Giordano's","1040 W. Belmont Ave.","Chicago","IL",," 773-327-1200",3,3,0
1105,"Giordano's","1115 Chicago Ave.","Chicago","IL",," 708-386-2223",0,0,14
1106,"Giordano's","17 W. 280 West 22nd St.","Chicago","IL",," 630-620-7979",3,1,11
1107,"Giordano's","308 W. Randolph St.","Chicago","IL",," 312-201-1441",3,2,8
1108,"Giordano's","500 Davis St.","Chicago","IL",," 847-475-5000",2,3,9
1109,"Giordano's","5159 S. Pulaski Rd.","Chicago","IL",," 773-582-7676",2,1,7
1110,"Giordano's","5311 S. Blackstone Ave.","Chicago","IL",," 773-947-0200",0,0,10
1111,"Giordano's","5927 W. Irving Park Rd.","Chicago","IL",," 773-582-7676",0,0,12
1112,"Giordano's","6836 N. Sheridan Rd.","Chicago","IL",," 773-262-1313",2,4,13
1113,"Giordano's","730 N. Rush St.","Chicago","IL",," 312-951-0747",3,1,2
1114,"Giordano's","796 Royal Saint George Dr.","Chicago","IL",," 630-717-6446",0,0,1
1115,"Girl & the Goat","809 W. Randolph St.","Chicago","IL",," 312-492-6262",0,0,4
1116,"Glenn's Diner","1820 W. Montrose Ave.","Chicago","IL",," 773-506-1720",3,12,5
1117,"Globe Cafe & Bar","1710 Orrington Ave.","Chicago","IL",," 847-866-8700",0,0,7
1118,"Gloria's Cafe","3300 W. Fullerton Ave.","Chicago","IL",," 773-342-1050",0,0,9
1119,"Glow","1615 N. Clybourn Ave.","Chicago","IL",," 312-243-4800",0,0,10
1120,"Glunz Bavarian Haus","4128 N. Lincoln Ave.","Chicago","IL",," 773-472-4287",3,5,11
1121,"Go Roma Italian Kitchen","848 N. State St.","Chicago","IL",," 312-252-9946",0,0,12
1122,"Go4Food","212 W. 23rd St.","Chicago","IL",," 312-842-8688",0,0,13
1123,"Gold Star","1755 W. Division St.","Chicago","IL",," 773-227-8700",0,0,2
1124,"Golden Apple","2971 N. Lincoln Ave.","Chicago","IL",," 773-528-1413",0,0,3
1125,"Golden Bull","242 W. Cermak Rd.","Chicago","IL",," 312-808-1668",0,0,4
1126,"Golden Cup","2351 N. Clark St.","Chicago","IL",," 773-525-8833",3,1,5
1127,"Golden Nugget","1765 W. Lawrence Ave.","Chicago","IL",," 773-769-6700",3,3,6
1128,"Golden Olympic Restaurant","1608 Chicago Ave.","Chicago","IL",," 847-328-1617",3,2,7
1129,"Goldie's Bar","3839 N. Lincoln Ave.","Chicago","IL",," 773-404-5322",0,0,8
1130,"Good Times Cafe","2158 W. Lawrence","Chicago","IL",," 773-561-2200",0,0,9
1131,"Good to Go Jamaican Jerk and Juice Bar","1947 W. Howard St.","Chicago","IL",," 773-381-7777",4,1,10
1132,"GOOSE ISLAND","3535 N Clark","Chicago","IL",,,0,0,11
1133,"Goose Island Brewery - Wrigleyville","3535 N Clark St","Chicago","IL",," 646-257-0524",0,0,12
1134,"Goose Island Brewpub","1800 N. Clybourn Ave.","Chicago","IL",," 312-915-0071",2,18,14
1135,"Goose Island Brewpub","3535 N. Clark St.","Chicago","IL",," 773-832-9040",3,12,13
1136,"Gosu","2515 N. California","Chicago","IL",," 773-276-7330",0,0,0
1137,"Govinda's Restaurant","1716 W. Lunt Ave.","Chicago","IL",," 773-973-0900",0,0,1
1138,"Grace African Restaurant","4409 N. Broadway","Chicago","IL",," 773-271-6000",0,0,2
1139,"Grace O'Malley's Restaurant-Pub","1416 S. Michigan Ave.","Chicago","IL",," 312-588-1800",3,2,3
1140,"Graham Elliot","217 W. Huron St.","Chicago","IL",," 312-624-9975",4,5,5
1141,"Grahamwich","615 N. State St.","Chicago","IL",," 312-624-9188",0,0,6
1142,"Grami","160 E. Grand Ave.","Chicago","IL",," 312-755-9645",5,1,8
1143,"Grand Lux Cafe","600 N. Michigan Ave.","Chicago","IL",," 312-276-2500",3,29,10
1144,"Grande Noodles and Sushi Bar","6632 N. Clark St.","Chicago","IL",," 773-761-6666",3,5,11
1145,"Grape Leaves","129 S. Oak Park Ave.","Chicago","IL",," 708-848-5555",3,3,12
1146,"Graziano's Brick Oven Pizza","5960 W. Touhy Ave.","Chicago","IL",," 847-647-4096",3,7,13
1147,"Great Beijing","6717 N. Lincoln Ave.","Chicago","IL",," 847-673-5585",0,0,14
1148,"Great Lake","1477 W. Balmoral Ave.","Chicago","IL",," 773-334-9270",0,0,0
1149,"Great Sea","3254 W. Lawrence Ave.","Chicago","IL",," 773-478-9129",5,1,1
1150,"Greek Corner Restaurant Cafe","958 N. Damen Ave.","Chicago","IL",," 773-252-8010",0,0,3
1151,"Greek Islands","200 S. Halsted St.","Chicago","IL",," 312-782-9855",3,15,4
1152,"Greek Islands","300 E. 22nd St.","Chicago","IL",," 630-932-4545",2,3,5
1153,"Green Corner","1880 N. Damen","Chicago","IL",," 773-292-4393",0,0,6
1154,"Green Door Tavern","678 N. Orleans St.","Chicago","IL",," 312-664-5496",3,2,7
1155,"Green Tea","2206 N. Clark St.","Chicago","IL",," 773-883-8812",4,10,8
1156,"Green Zebra","1460 W. Chicago Ave.","Chicago","IL",," 312-243-7100",4,27,9
1157,"Griffin Lounge","326 W. Chicago Ave.","Chicago","IL",," 312-280-9800",0,0,10
1158,"Grill Inn","1422 W. Morse Ave.","Chicago","IL",," 773-465-8080",0,0,11
1159,"Grill on the Alley","909 N. Michigan Ave.","Chicago","IL",," 312-255-9009",3,8,12
1160,"Griller's Cafe","40 E. Pearson St.","Chicago","IL",," 312- 274-0363",3,5,13
1161,"Grillroom Chophouse & Wine Bar","33 W. Monroe St.","Chicago","IL",," 312-960-0000",3,12,14
1162,"Gruppo di Amici","1508 W. Jarvis Ave.","Chicago","IL",," 773-508-5565",3,6,2
1163,"Gulliver's","2727 W. Howard St.","Chicago","IL",," 773-338-2166",3,13,3
1164,"Gunner's Bar","1467 N. Milwaukee Ave.","Chicago","IL",," 773-360-7650",5,2,4
1165,"Gusto Italiano","1470 Waukegan Rd.","Chicago","IL",," 847-729-5444",0,0,5
1166,"Gyood!","2048 W. Belmont","Chicago","IL",," 773-360-8810",0,0,6
1167,"Gyu-Kaku","210 E. Ohio St.","Chicago","IL",," 312-266-8929",0,0,7
1168,"Haagen-Dazs Cafe","800 E. Grand","Chicago","IL",," 312-467-9200",0,0,8
1169,"Habana Libre","1440 W. Chicago Ave.","Chicago","IL",," 312-243-3303",4,4,9
1170,"Habibi","1225-27 W. Devon Ave.","Chicago","IL",," 773-465-9318",2,1,10
1171,"Hachi's Kitchen","2521 N. California Ave.","Chicago","IL",," 773-276-8080",3,2,11
1172,"Hackney's","12300 S. La Grange Rd.","Chicago","IL",," 708-448-8300",0,0,0
1173,"Hackney's","1241 Harms Rd.","Chicago","IL",," 847-742-5577",0,0,12
1174,"Hackney's","1514 E. Lake Ave.","Chicago","IL",," 847-724-7171",3,1,13
1175,"Hackney's","241 S. Milwaukee Ave.","Chicago","IL",," 847-537-2100",3,1,1
1176,"Hackney's","880 N. Old Rand Rd.","Chicago","IL",," 847-438-2103",0,0,14
1177,"Hackney's Printers' Row","733 S. Dearborn St.","Chicago","IL",," 312-461-1116",3,4,2
1178,"Hagen's Fish Market","5635 W. Montrose Ave.","Chicago","IL",," 773-283-1944",0,0,3
1179,"Hai Woon Dae","6240 N. California Ave.","Chicago","IL",," 773-764-8018",2,2,4
1180,"Hai Yen","1055 W. Argyle","Chicago","IL",," 773-561-4077",3,9,5
1181,"Hai Yen","2723 N. Clark St.","Chicago","IL",," 773-868-4888",3,2,6
1182,"Haifa Cafe","163 N. Wells St.","Chicago","IL",," 312-332-0063",2,2,8
1183,"Haifa Cafe","19 N. Wells St.","Chicago","IL",," 312-214-1144",0,0,7
1184,"Haifa Cafe","318 W. Adams St.","Chicago","IL",," 312-346-2288",0,0,10
1185,"Haifa Cafe","410 S. Clark St.","Chicago","IL",," 312-235-9000",0,0,9
1186,"Hala In","4624 W. Lawrence Ave.","Chicago","IL",," 773-930-3612",0,0,11
1187,"Half Shell","676 W. Diversey Ave.","Chicago","IL",," 773-549-1773",3,13,12
1188,"Halina's Polish Delights Restaurant","5914 W. Lawrence Ave.","Chicago","IL",," 773-205-0256",0,0,13
1189,"Halsted Street Deli","233 N. Michigan Ave","Chicago","IL",," (312)819-0900",0,0,14
1190,"Halsted Street Deli/Original Rainbow Cone","177 N. State St.","Chicago","IL",," 312-931-3354",0,0,0
1191,"Halsted's Bar & Grill","3441 N. Halsted St.","Chicago","IL",," 773-348-9696",1,3,1
1192,"Ham Tree Inn","5333 N. Milwaukee Ave.","Chicago","IL",," 773-792-2072",0,0,2
1193,"Hama Matsu","5143 N. Clark St.","Chicago","IL",," 773-506-2978",3,11,3
1194,"Hamburger Mary's","5400 N. Clark St.","Chicago","IL",," 773-784-6969",3,9,5
1195,"Hamburger Mary's Chicago","5400 N. Clark,","Chicago","IL",,,0,0,4
1196,"Han 202","605 W. 31st St.","Chicago","IL",," 312-949-1314",4,2,6
1197,"Han Bat","2723 W. Lawrence Ave.","Chicago","IL",," 773- 271-8640",0,0,7
1198,"Hana Restaurant","6803 N. Sheridan Rd.","Chicago","IL",," 773-338-8815",0,0,8
1199,"Hanabi","806 W. Webster Ave.","Chicago","IL",," 773-935-3474",3,5,9
1200,"Hannah's Bretzel","131 S. Dearborn St.","Chicago","IL",," 312-621-1111",0,0,12
1201,"Hannah's Bretzel","180 W. Washington St.","Chicago","IL",," 312-621-1111",0,0,11
1202,"Hannah's Bretzel","233 N. Michigan Ave.","Chicago","IL",," 312-856-1111",4,1,13
1203,"Happy Bodega Gourmet Mobile Foodie Truck","Milwaukee / Damen","Chicago","IL",,8154411101,0,0,14
1204,"Happy Chef Dim Sum","2164 S. Archer Ave.","Chicago","IL",," 312-808-3689",3,10,0
1205,"Happy Village","1059 N. Wolcott Ave.","Chicago","IL",," 773-486-1512",0,0,1
1206,"Hard Rock Cafe","63 W. Ontario St.","Chicago","IL",," 312-943-2252",0,0,2
1207,"Harmony Grill","3159 N. Southport Ave.","Chicago","IL",," 773-525-2528",2,14,3
1208,"Harold's Chicken Shack #2","6419 S. Cottage Grove Ave.","Chicago","IL",," 773-363-9586",0,0,4
1209,"Harold's Chicken Shack #36","1361 N. Milwaukee Ave.","Chicago","IL",," 773-252-2424",0,0,5
1210,"Harold's Chicken Shack #42","8727 S. Cicero Ave.","Chicago","IL",," 708-423-8113",0,0,6
1211,"Harold's Chicken Shack #44","6952 N. Clark St.","Chicago","IL",," 773-465-2300",3,1,7
1212,"Harold's Chicken Shack #59","7247 S. Racine Ave.","Chicago","IL",," 773-783-9499",5,1,8
1213,"Harold's Chicken Shack #62","636 S. Wabash Ave.","Chicago","IL",," 312-362-0442",0,0,9
1214,"Harold's Chicken Shack No. 14","1208 E. 53rd","Chicago","IL",," 773-752-9260",0,0,10
